identifier,class,subclass,luminosity_class,full_class,recno,spt,effective_temperature_1,log_surface_gravity_1,metallicity_fe_h_1,visual_magnitude,effective_temperature_2,log_surface_gravity_2,metallicity_fe_h_2,radius,mass,luminosity,distance,lamost,date
19871215_J235617.24+310241.0,A,A8,II,A8II,21611,kA8hF2mF3,,,,12.56,,,,,,,656.42,J235617.24+310241.0,1987-12-15 11:06:00
19850925_J000909.83+323551.5,A,A7,V,A7V,130,kA3hA5mA8,,,,13.653,7611.0,4.1957,,1.759,1.77,9.34999,1731.89,J000909.83+323551.5,1985-09-25 17:11:00
19850925_J000212.28+325847.9,A,A7,IV,A7IV,30,kA0hA2mA3,,,,11.267,8892.0,4.6816,,1.131,2.24,7.20174,439.046,J000212.28+325847.9,1985-09-25 17:11:00
19850925_J235835.65+325705.8,F,F0,,F0,21631,kA7hF0mF0,7357.0,3.913,0.236,13.035,7358.0,3.7906,0.235,2.723,1.67,19.58132,1878.05,J235835.65+325705.8,1985-09-25 17:11:00
19871215_J235616.34+332149.4,A,A7,V,A7V,21610,kA2hA5mA8,,,,12.404,7410.0,4.115,,1.886,1.69,9.65773,1223.17,J235616.34+332149.4,1987-12-15 11:06:00
19850925_J235520.01+333900.9,F,F0,,F0,21605,kA5hA8mF1,7366.0,3.863,0.252,10.495,7380.0,3.8068,0.261,2.681,1.68,19.20507,598.362,J235520.01+333900.9,1985-09-25 17:11:00
19871215_J235338.23+335917.9,F,F0,,F0,21594,kA7hF0mA9,7122.0,4.109,-0.001,12.104,7127.0,4.0514,-0.007,1.968,1.59,9.00276,881.661,J235338.23+335917.9,1987-12-15 11:06:00
19850925_J000501.57+340800.9,A,A6,IV,A6IV,67,kA1hA7mA7,,,,10.637,7724.0,4.2702,,1.637,1.82,8.59079,410.619,J000501.57+340800.9,1985-09-25 17:11:00
19841219_J000250.73+343707.6,A,A7,V,A7V,45,kA2hA6mA9,,,,14.491,7263.0,4.0146,,2.085,1.64,10.90227,2466.6299,J000250.73+343707.6,1984-12-19 10:44:00
19881010_J001356.95+342313.3,A,A7,V,A7V,196,kA4hA9mA8,7376.0,4.171,-0.344,14.856,7369.0,3.8854,-0.369,2.449,1.68,15.93068,3716.6599,J001356.95+342313.3,1988-10-10 14:48:00
19821201_J000733.54+343601.3,A,A7,V,A7V,107,kA4hA9mA8,7584.0,4.016,0.128,13.838,7445.0,4.2452,-0.0006,1.633,1.71,7.38081,1616.04,J000733.54+343601.3,1982-12-01 12:49:00
19850925_J001357.88+345702.8,A,A1,IV,A1IV,197,kA1hA2mA4,,,,12.796,8466.0,4.4377,,1.45,2.1,9.72752,1099.12,J001357.88+345702.8,1985-09-25 17:11:00
19841219_J001155.85+351739.4,A,A7,V,A7V,170,kA2hA8mF0,,,,14.215,7723.0,4.3438,0.398,1.504,1.82,7.24552,1920.3,J001155.85+351739.4,1984-12-19 10:44:00
19821201_J001058.27+353137.5,A,A7,V,A7V,160,kA5hA7mF0,,,,11.213,7586.0,4.0239,,2.137,1.76,13.62762,719.851,J001058.27+353137.5,1982-12-01 11:24:00
19841122_J001638.10+352221.7,A,A6,,A6,223,kA2hA5mA8,,,,14.747,,,,,,,2464.6201,J001638.10+352221.7,1984-11-22 12:56:00
19831216_J002128.78+354848.2,A,A7,V,A7V,272,kA2hA8mF0,,,,12.04,7448.0,4.0181,,2.121,1.71,12.46816,957.013,J002128.78+354848.2,1983-12-16 11:00:00
19911201_J001819.89+352935.0,F,F0,,F0,242,kA7hF3mF2,7139.0,4.035,-0.17,,,,,,,,,J001819.89+352935.0,1991-12-01 11:02:00
19871014_J001951.53+355006.9,A,A7,V,A7V,254,kA5hA7mA8,7302.0,4.152,-0.398,14.432,7409.0,4.1983,-0.37,1.713,1.69,7.97034,2141.6001,J001951.53+355006.9,1987-10-14 16:24:00
19871014_J001434.51+362626.3,A,A5,V,A5V,202,kA1hA7mA9,,,,15.391,7681.0,4.0275,,2.152,1.8,14.52894,4702.3901,J001434.51+362626.3,1987-10-14 16:24:00
19911201_J000958.53+354321.6,F,F0,,F0,144,kA7hF2mF5,7306.0,3.88,0.343,12.141,7145.0,3.8912,,2.367,1.59,13.15221,1005.63,J000958.53+354321.6,1991-12-01 11:02:00
19911201_J000652.33+352542.3,A,A6,,A6,97,kA7hF2mF2,8810.0,4.365,0.168,11.271,,,,,,,697.911,J000652.33+352542.3,1991-12-01 11:02:00
19850925_J000504.79+353902.2,F,F0,,F0,68,kA2hA7mF2,7250.0,3.982,0.339,11.158,7251.0,3.8718,0.336,2.45,1.63,14.95339,638.409,J000504.79+353902.2,1985-09-25 17:11:00
19821201_J000108.09+354447.9,F,F0,,F0,10,kA6hA8mF0,7516.0,3.85,0.232,9.543,7530.0,3.871,0.235,2.534,1.74,18.59625,365.403,J000108.09+354447.9,1982-12-01 12:03:00
19850925_J000108.12+354450.8,A,A7,V,A7V,11,kA5hA7mA9,,,,,,,,,,,,J000108.12+354450.8,1985-09-25 17:11:00
19850925_J000642.44+361821.6,F,F0,,F0,95,kA5hF1mF0,7277.0,4.076,-0.138,13.909,7220.0,4.1256,-0.1563,1.824,1.62,8.14328,1799.05,J000642.44+361821.6,1985-09-25 17:11:00
19901013_J000644.06+362644.9,F,F0,,F0,96,kA8hF3mF2,6920.0,4.157,-0.508,12.34,6922.0,3.8201,-0.5166,2.503,1.51,12.95921,1238.16,J000644.06+362644.9,1990-10-13 15:44:00
19911201_J000601.47+362056.2,F,F0,,F0,82,kA7hF2mF2,7176.0,4.161,-0.38,14.153,7041.0,4.3571,-0.4094,1.367,1.55,4.13529,1456.09,J000601.47+362056.2,1991-12-01 12:20:00
19871014_J000610.49+362338.6,A,A7,V,A7V,83,kA2hA6mF0,,,,15.079,7134.0,4.3536,,1.39,1.59,4.50737,2467.52,J000610.49+362338.6,1987-10-14 16:24:00
19901013_J000706.81+364324.9,F,F0,,F0,101,kA7hF2mF0,6733.0,4.226,-0.527,13.662,6731.0,,-0.527,,,,964.605,J000706.81+364324.9,1990-10-13 15:44:00
19841219_J000952.69+361342.3,A,A7,V,A7V,142,kA3hA9mA7,7574.0,4.167,-0.315,14.838,7573.0,4.2362,-0.3158,1.674,1.76,8.30317,2730.1201,J000952.69+361342.3,1984-12-19 10:44:00
19871014_J001530.40+371822.5,F,F0,,F0,215,kA6hF0mA9,7315.0,4.001,0.05,14.724,7393.0,4.2092,0.0921,1.692,1.69,7.70203,2322.3501,J001530.40+371822.5,1987-10-14 16:24:00
19821201_J001251.48+372953.5,F,F0,,F0,179,kA5hA5mA9,7229.0,4.001,-0.265,13.199,7233.0,4.127,-0.251,1.827,1.63,8.22874,1254.78,J001251.48+372953.5,1982-12-01 12:10:00
19911201_J000714.95+364924.7,F,F2,,F2,103,kA7hF2mF3,6009.0,4.4,-0.273,12.303,6039.0,4.2052,-0.2384,1.384,1.12,2.29332,457.51,J000714.95+364924.7,1991-12-01 11:02:00
19911201_J000704.84+371415.9,A,A6,,A6,100,kA7hF2mF3,9979.0,3.768,0.639,12.674,8847.0,4.4542,,1.466,2.23,11.85929,1131.74,J000704.84+371415.9,1991-12-01 11:02:00
19821201_J001052.88+372437.3,A,A6,IV,A6IV,157,kA1hA6mA6,,,,14.125,8106.0,4.4985,,1.309,1.97,6.66761,1711.0601,J001052.88+372437.3,1982-12-01 12:51:00
19830925_J235006.19+331651.2,A,A1,IV,A1IV,21575,kA1hA2mA4,,,,14.65,8564.0,4.5331,,1.311,2.14,8.33344,2347.05,J235006.19+331651.2,1983-09-25 16:33:00
19871215_J234956.62+332109.5,A,A6,IV,A6IV,21574,kA2hA5mA7,,,,12.454,7563.0,3.9442,,2.336,1.75,16.08249,1254.54,J234956.62+332109.5,1987-12-15 11:06:00
19871215_J234840.21+333842.5,A,A7,V,A7V,21571,kA3hA8mF1,7930.0,4.039,0.402,12.733,7598.0,4.1273,,1.903,1.77,10.86943,1426.9,J234840.21+333842.5,1987-12-15 11:06:00
19850925_J235342.25+340858.9,F,F0,,F0,21595,kA2hF2mF2,7200.0,3.918,0.228,12.328,7194.0,3.9776,0.2513,2.156,1.61,11.21217,1033.3199,J235342.25+340858.9,1985-09-25 17:11:00
19841005_J235219.25+370300.6,A,A5,V,A5V,21587,kA1hA7mA8,,,,10.822,7696.0,4.2201,,1.729,1.81,9.44848,515.886,J235219.25+370300.6,1984-10-05 14:11:00
19821201_J000030.57+372104.0,A,A7,V,A7V,5,kA2hA8mA9,,,,12.552,7667.0,3.9027,,2.485,1.8,19.22473,1398.59,J000030.57+372104.0,1982-12-01 11:34:00
19841005_J000044.32+375034.2,A,A3,IV,A3IV,8,kA3hA8mA7,,,,13.114,7079.0,3.2688,-0.465,4.815,1.57,52.46422,3176.3501,J000044.32+375034.2,1984-10-05 14:11:00
19911201_J000613.19+372333.2,A,A7,,A7,84,kA7hF2mF2,7517.0,4.009,-0.189,11.304,7614.0,3.7454,,2.953,1.77,26.40985,979.802,J000613.19+372333.2,1991-12-01 11:02:00
19911201_J000624.76+374113.7,F,F0,,F0,87,kA7hF2mF2,7325.0,3.882,0.127,,,,,,,,,J000624.76+374113.7,1991-12-01 11:02:00
19901013_J000544.97+382623.4,F,F0,,F0,78,kA6hA9mA9,7544.0,4.002,-0.159,13.761,7510.0,4.2067,-0.118,1.717,1.73,8.44521,1625.49,J000544.97+382623.4,1990-10-13 15:44:00
19901013_J235357.99+394931.9,F,F0,,F0,21597,kA5hA9mA8,7364.0,4.001,-0.035,15.01,7187.0,4.1287,,1.812,1.61,7.88961,2556.53,J235357.99+394931.9,1990-10-13 14:30:00
19841005_J235440.76+400643.9,F,F0,,F0,21599,kA7hF1mF5,7189.0,3.676,0.51,10.973,7195.0,4.1341,0.513,1.801,1.61,7.82568,405.03,J235440.76+400643.9,1984-10-05 14:11:00
19901013_J000120.72+391028.2,F,F0,,F0,15,kA5hA7mF0,7131.0,3.974,0.008,11.452,7073.0,3.8514,-0.019,2.462,1.57,13.66421,701.005,J000120.72+391028.2,1990-10-13 15:44:00
19831115_J235812.09+391127.7,A,A7,V,A7V,21625,kA3hA5mA8,7400.0,4.162,-0.427,11.612,7397.0,4.3026,-0.43,1.519,1.69,6.22725,619.428,J235812.09+391127.7,1983-11-15 12:35:00
19831115_J000236.56+403030.2,A,A7,V,A7V,41,kA2hA9mF0,,,,12.788,7438.0,4.1661,0.312,1.783,1.7,8.76667,1087.8199,J000236.56+403030.2,1983-11-15 12:35:00
19881103_J235653.76+402457.4,A,A7,V,A7V,21615,kA4hA7mA8,7106.0,4.309,-0.564,15.243,6850.0,4.0534,,1.894,1.48,7.1188,2688.72,J235653.76+402457.4,1988-11-03 13:04:00
19840114_J060913.21-080022.6,A,A7,IV,A7IV,9880,kA6hA9mF0,7182.0,4.177,-0.036,10.607,7167.0,4.1788,-0.0275,1.705,1.6,6.90819,375.65,J060913.21-080022.6,1984-01-14 15:18:00
19840126_J061413.84-070754.1,A,A5,V,A5V,10425,kA4hA8mA9,7844.0,4.327,-0.138,13.543,7843.0,4.1199,-0.138,1.972,1.87,13.2655,1039.46,J061413.84-070754.1,1984-01-26 15:37:00
19840126_J061537.33-063745.8,F,F0,,F0,10583,kA5hA7mA9,7612.0,3.871,0.042,13.209,7612.0,3.7864,0.042,2.817,1.77,24.00622,1342.14,J061537.33-063745.8,1984-01-26 15:37:00
19840220_J061901.95-053447.8,F,F0,,F0,10899,kA7hF2mF2,7082.0,3.85,0.003,14.481,7086.0,3.5088,0.004,3.653,1.57,30.29357,3423.5701,J061901.95-053447.8,1984-02-20 12:31:00
19840220_J062146.34-054049.1,A,A1,IV,A1IV,11196,kA1hA2mA4,,,,13.117,8067.0,4.0887,,2.093,1.96,16.71755,1544.88,J062146.34-054049.1,1984-02-20 13:52:00
19840220_J062307.12-050854.3,A,A7,V,A7V,11336,kA7hA9mF0,7651.0,4.054,-0.131,15.041,7650.0,3.8624,-0.131,2.596,1.79,20.78354,3612.8899,J062307.12-050854.3,1984-02-20 12:31:00
19831121_J052628.74-071223.5,F,F0,,F0,6942,kA4hA6mA8,7214.0,4.108,-0.282,13.52,7213.0,4.2679,-0.2682,1.548,1.62,5.84708,1232.75,J052628.74-071223.5,1983-11-21 18:20:00
19831121_J052718.87-070019.0,A,A9,V,A9V,7003,kA6hF3mF3,6841.0,4.248,-0.121,13.767,6839.0,4.1216,-0.119,1.751,1.48,6.04356,1372.01,J052718.87-070019.0,1983-11-21 18:20:00
19840114_J060209.77-083816.0,A,A1,IV,A1IV,9189,kA1hA2mA3,,,,9.9,9165.0,3.9157,,2.779,2.32,49.10448,585.157,J060209.77-083816.0,1984-01-14 14:14:00
19840114_J060151.39-082503.7,F,F0,,F0,9162,kA5hA8mF2,7107.0,3.912,0.21,12.217,7106.0,3.6927,0.209,2.965,1.58,20.19771,1079.51,J060151.39-082503.7,1984-01-14 15:18:00
19840126_J060120.95-080400.8,A,A5,V,A5V,9118,kA2hA5mA8,,,,12.823,7260.0,4.0788,,1.931,1.63,9.3306,940.043,J060120.95-080400.8,1984-01-26 15:35:00
19840126_J055947.86-073150.1,A,A7,V,A7V,9018,kA3hA5mA7,7213.0,4.209,-0.768,13.533,7216.0,4.1493,-0.763,1.775,1.62,7.69228,1126.3,J055947.86-073150.1,1984-01-26 15:35:00
19840126_J060458.11-071739.5,F,F0,,F0,9432,kA4hA7mF0,7285.0,3.956,0.256,11.579,7298.0,4.121,0.2693,1.85,1.65,8.74896,594.791,J060458.11-071739.5,1984-01-26 15:35:00
19840126_J060342.25-065945.1,F,F0,,F0,9323,kA5hF5mF5,6348.0,4.156,-0.348,13.024,6332.0,,-0.3469,1.582,,,,J060342.25-065945.1,1984-01-26 15:35:00
19840126_J060204.55-065437.9,A,A7,IV,A7IV,9182,kA7hF2mF1,7159.0,4.091,-0.122,14.478,7159.0,4.1741,-0.122,1.714,1.6,6.95367,1515.83,J060204.55-065437.9,1984-01-26 13:54:00
19840126_J055843.78-072518.3,A,A7,V,A7V,8952,kA5hF0mF0,7434.0,4.166,-0.077,13.083,7434.0,4.3333,-0.076,1.471,1.7,5.95258,799.79,J055843.78-072518.3,1984-01-26 15:35:00
19840126_J060028.99-064546.4,F,F0,,F0,9059,kA3hA8mF2,7198.0,3.994,0.255,12.544,7200.0,,0.257,2.212,,,549.719,J060028.99-064546.4,1984-01-26 15:35:00
19840126_J055829.96-062537.7,A,A7,V,A7V,8933,kA3hA8mF0,7562.0,4.262,-0.26,13.968,7564.0,4.0742,-0.257,2.011,1.75,11.92836,1612.86,J055829.96-062537.7,1984-01-26 15:35:00
19840114_J060304.01-062323.6,F,F0,,F0,9264,kA7hF1mF0,7156.0,4.071,0.02,10.93,7161.0,4.111,0.014,1.843,1.6,8.04816,435.184,J060304.01-062323.6,1984-01-14 15:16:00
19840126_J060354.22-054755.7,F,F0,,F0,9345,kA7hF1mF0,7172.0,4.033,-0.138,14.747,7174.0,4.1723,-0.138,1.718,1.6,7.04034,1566.9399,J060354.22-054755.7,1984-01-26 13:54:00
19840126_J060430.13-054459.9,F,F0,,F0,9397,kA7hF1mF1,7289.0,3.969,0.097,12.023,7289.0,3.8842,0.096,2.43,1.65,15.02384,646.657,J060430.13-054459.9,1984-01-26 15:35:00
19840126_J060238.45-052912.7,F,F0,,F0,9238,kA3hA7mF1,7269.0,3.856,0.48,14.093,7271.0,4.2037,0.4739,1.677,1.64,7.08267,1330.78,J060238.45-052912.7,1984-01-26 15:35:00
19840126_J055907.94-060737.6,A,A6,IV,A6IV,8979,kA3hA6mA9,,,,12.441,7996.0,4.0111,0.064,2.271,1.93,18.99649,970.825,J055907.94-060737.6,1984-01-26 15:35:00
19840126_J055822.05-060222.8,F,F0,,F0,8922,kA3hA7mF1,7151.0,3.883,0.288,11.608,7152.0,3.6785,0.283,3.023,1.59,21.54796,780.754,J055822.05-060222.8,1984-01-26 15:35:00
19840126_J055905.06-054817.0,F,F0,,F0,8972,kA4hA8mF2,7251.0,3.903,0.25,13.442,7250.0,3.9894,0.251,2.14,1.63,11.39764,1203.1,J055905.06-054817.0,1984-01-26 15:32:00
19840126_J055744.65-053302.2,A,A6,IV,A6IV,8877,kA2hA6mA7,8251.0,3.912,0.006,14.735,8253.0,4.3723,0.007,1.537,2.03,9.87134,1856.5601,J055744.65-053302.2,1984-01-26 13:51:00
19851129_J055809.64-052437.8,A,A7,IV,A7IV,8904,kA6hF2mF2,7149.0,4.335,-0.062,10.973,7137.0,4.0479,-0.06,1.976,1.59,9.12863,401.801,J055809.64-052437.8,1985-11-29 18:06:00
19840114_J061634.60-055619.8,F,F0,,F0,10674,kA6hF0mF0,7424.0,4.003,-0.185,12.281,7401.0,3.9374,-0.1527,2.314,1.69,14.46484,885.156,J061634.60-055619.8,1984-01-14 14:03:00
19840126_J061531.94-054242.2,A,A5,V,A5V,10572,kA2hA5mA9,,,,12.244,8895.0,4.3408,,1.674,2.24,15.80604,803.533,J061531.94-054242.2,1984-01-26 15:25:00
19840126_J061531.85-054235.9,A,A6,V,A6V,10571,kA2hF1mF2,,,,15.58,7341.0,,0.394,,,,493.797,J061531.85-054235.9,1984-01-26 13:44:00
19840114_J061245.12-061227.7,A,A1,IV,A1IV,10239,kA1hA2mA3,,,,13.608,6786.0,4.1842,,1.619,1.46,5.00476,814.195,J061245.12-061227.7,1984-01-14 14:14:00
19840114_J061321.93-055725.1,A,A9,V,A9V,10309,kA8hF3mF3,,,,12.766,7007.0,4.1043,-0.021,1.822,1.54,7.21221,788.236,J061321.93-055725.1,1984-01-14 14:14:00
19840126_J060846.63-055744.6,F,F0,,F0,9827,kA7hF2mF2,7117.0,4.017,-0.165,15.204,7117.0,3.9176,-0.164,2.289,1.58,12.11054,1529.63,J060846.63-055744.6,1984-01-26 13:54:00
19840126_J061619.46-053759.4,F,F0,,F0,10650,kA2hA5mF1,7408.0,3.968,0.272,14.333,7396.0,4.269,0.267,1.579,1.69,6.72207,1445.3199,J061619.46-053759.4,1984-01-26 13:44:00
19840114_J061709.46-052723.8,A,A7,V,A7V,10709,kA2hA8mA7,,,,12.266,8236.0,4.3885,,1.505,2.021,9.39158,729.404,J061709.46-052723.8,1984-01-14 14:14:00
19840220_J062049.73-043550.7,A,A7,V,A7V,11093,kA6hF0mF0,7404.0,4.107,-0.065,17.073,7405.0,,-0.06,,,,2688.4099,J062049.73-043550.7,1984-02-20 12:32:00
19830223_J061146.57-044350.3,F,F0,,F0,10147,kA6hF2mF3,7231.0,4.129,-0.219,10.496,7204.0,4.1873,-0.2113,1.696,1.614,6.97622,353.533,J061146.57-044350.3,1983-02-23 13:21:00
19830223_J061404.66-044004.2,A,A5,V,A5V,10405,kA1hA7mA8,,,,12.269,8277.0,3.6618,,3.491,2.04,51.53739,1368.86,J061404.66-044004.2,1983-02-23 12:44:00
19840220_J061853.40-041106.3,F,F0,,F0,10877,kA7hA8mF1,,,,15.065,6275.0,3.779,,2.359,1.22,7.7723,2625.8899,J061853.40-041106.3,1984-02-20 12:32:00
19840220_J061804.36-035513.0,F,F0,,F0,10794,kA6hF4mF0,6862.0,4.215,-0.463,12.501,6862.0,4.1003,-0.463,1.801,1.49,6.47929,719.873,J061804.36-035513.0,1984-02-20 13:52:00
19840114_J060635.55-054227.3,A,A2,V,A2V,9595,kA3hA4mA7,8107.0,3.887,-0.109,12.594,8129.0,,-0.1196,2.876,,,873.0399,J060635.55-054227.3,1984-01-14 15:26:00
19840114_J060603.93-044428.8,F,F0,,F0,9536,kA5hA9mF0,7409.0,3.886,0.281,9.924,7411.0,3.72,0.2892,2.971,1.69,23.9889,473.153,J060603.93-044428.8,1984-01-14 15:18:00
19851129_J060604.12-044428.8,F,F0,,F0,9537,kA6hA9mF0,7400.0,3.877,0.273,,,,,,,,,J060604.12-044428.8,1985-11-29 18:06:00
19840114_J060853.34-043742.0,F,F0,,F0,9841,kA2hA6mF0,7423.0,3.946,0.306,10.577,7402.0,4.1337,0.305,1.845,1.689,9.20717,402.272,J060853.34-043742.0,1984-01-14 15:18:00
19830223_J060816.24-042802.3,A,A5,V,A5V,9766,kA2hA6mA7,,,,12.364,7350.0,3.6072,,3.364,1.67,29.74896,1000.76,J060816.24-042802.3,1983-02-23 13:21:00
19840126_J060526.63-044738.8,A,A7,V,A7V,9474,kA3hA7mF1,7405.0,3.931,0.236,10.736,7442.0,3.6381,0.2295,3.285,1.71,29.81619,604.822,J060526.63-044738.8,1984-01-26 15:42:00
19851129_J060359.53-044115.9,A,A5,V,A5V,9352,kA1hA2mA4,,,,12.207,,,,,,,725.089,J060359.53-044115.9,1985-11-29 18:06:00
19880227_J060041.57-044900.5,F,F0,,F0,9073,kA6hA8mF0,7363.0,3.937,0.31,11.105,7097.0,4.0328,,1.998,1.57,9.12401,534.458,J060041.57-044900.5,1988-02-27 12:45:00
19851129_J060537.17-041958.9,A,A7,V,A7V,9494,kA7hA9mF0,,,,,,,,,,,,J060537.17-041958.9,1985-11-29 18:06:00
19830223_J060733.23-040746.0,F,F0,,F0,9690,kA9hF1mF7,7272.0,3.909,0.138,,,,,,,,,J060733.23-040746.0,1983-02-23 13:21:00
19830223_J060626.69-041022.6,A,A5,V,A5V,9578,kA2hA7mA7,,,,10.219,8239.0,4.348,,1.577,2.022,10.32958,389.63,J060626.69-041022.6,1983-02-23 13:21:00
19840126_J060601.30-034722.9,F,F0,,F0,9532,kA6hA9mF0,7620.0,4.098,-0.23,13.494,7591.0,4.3106,-0.2234,1.536,1.76,7.06089,1055.85,J060601.30-034722.9,1984-01-26 15:35:00
19840126_J061100.15-043735.8,A,A2,V,A2V,10063,kA0hA1mA2,,,,12.703,,,,,,,1173.2,J061100.15-043735.8,1984-01-26 15:35:00
19851129_J060902.39-040836.5,A,A2,IV,A2IV,9856,kA1hA2mA3,,,,12.034,8765.0,4.1598,,2.043,2.2,22.2007,884.049,J060902.39-040836.5,1985-11-29 18:06:00
19840126_J061120.84-040657.3,A,A7,V,A7V,10096,kA3hA8mA8,7678.0,4.033,0.223,10.516,7679.0,4.1537,0.225,1.861,1.8,10.85307,437.868,J061120.84-040657.3,1984-01-26 15:35:00
19840220_J061439.39-035333.7,A,A7,V,A7V,10482,kA6hA7mA9,7686.0,3.853,0.27,,,,,,,,,J061439.39-035333.7,1984-02-20 13:52:00
19840220_J061534.75-033828.3,F,F0,,F0,10577,kA4hA8mA9,7600.0,3.99,0.108,12.959,7599.0,4.2599,0.112,1.633,1.77,8.01395,894.717,J061534.75-033828.3,1984-02-20 13:52:00
19830223_J061225.31-034744.2,A,A5,V,A5V,10204,kA3hA5mA8,,,,12.999,6840.0,3.7162,,2.793,1.48,15.38193,1289.8,J061225.31-034744.2,1983-02-23 12:44:00
19851129_J060733.74-032101.5,A,A2,V,A2V,9692,kA3hA7mA7,7844.0,3.976,0.226,11.011,7830.0,4.2944,0.219,1.61,1.862,8.77787,504.648,J060733.74-032101.5,1985-11-29 18:06:00
19840220_J061336.10-025718.7,A,A7,V,A7V,10342,kA6hA8mA9,7484.0,3.945,0.046,14.712,7487.0,4.1849,0.041,1.755,1.72,8.72011,2180.8799,J061336.10-025718.7,1984-02-20 12:29:00
19880227_J060908.06-025530.1,A,A1,IV,A1IV,9866,kA1hA3mA5,,,,12.762,8244.0,3.7334,,3.199,2.02,42.58286,1907.74,J060908.06-025530.1,1988-02-27 12:45:00
19861216_J054627.69-051909.3,A,A7,V,A7V,8109,kA4hA7mA9,,,,,,,,,,,,J054627.69-051909.3,1986-12-16 17:15:00
19861216_J054809.47-045524.8,A,A5,V,A5V,8210,kA3hA6mA7,7979.0,4.011,-0.132,12.908,7038.0,4.047,,1.953,1.55,8.43094,760.24,J054809.47-045524.8,1986-12-16 17:01:00
19861216_J055359.39-051222.3,A,A5,V,A5V,8633,kA5hA8mF0,,,,12.424,7430.0,3.4741,,3.956,1.7,42.96334,1262.98,J055359.39-051222.3,1986-12-16 17:01:00
19861216_J055532.21-045633.1,A,A7,IV,A7IV,8740,kA7hF0mF1,7359.0,4.237,-0.033,12.871,6953.0,3.7805,,2.629,1.52,14.54871,1140.39,J055532.21-045633.1,1986-12-16 17:01:00
19880227_J055300.22-041942.9,A,A7,V,A7V,8567,kA7hA8mF1,7635.0,3.931,-0.07,,,,,,,,,J055300.22-041942.9,1988-02-27 12:45:00
19851129_J055323.73-040711.7,F,F0,,F0,8591,kA3hA6mA8,7549.0,4.205,-0.201,12.691,7535.0,4.191,-0.182,1.753,1.74,8.92322,700.176,J055323.73-040711.7,1985-11-29 18:06:00
19861216_J054407.09-052653.6,F,F0,,F0,7995,kA8hF1mF5,,,,11.573,6769.0,3.4955,,3.564,1.45,24.03067,595.89,J054407.09-052653.6,1986-12-16 17:15:00
19870102_J054716.47-044110.8,F,F0,,F0,8158,kA7hF0mF1,7379.0,3.984,-0.051,11.893,7423.0,3.5595,0.037,3.585,1.7,35.16283,996.692,J054716.47-044110.8,1987-01-02 14:26:00
19861216_J054047.90-044328.9,A,A7,V,A7V,7802,kA7hA7mF3,7620.0,3.812,-0.067,,,,,,,,,J054047.90-044328.9,1986-12-16 17:01:00
19861216_J053840.34-045326.7,F,F0,,F0,7671,kA6hA8mF0,7213.0,3.93,0.026,11.538,6879.0,3.7477,,2.703,1.49,14.73429,613.239,J053840.34-045326.7,1986-12-16 17:01:00
19870102_J053809.67-044407.2,F,F0,,F0,7644,kA4hA6mA8,7322.0,4.194,-0.437,15.138,6494.0,,,5.295,,,3883.98,J053809.67-044407.2,1987-01-02 14:26:00
19861216_J054314.42-042519.6,A,A7,V,A7V,7939,kA4hA8mA9,,,,12.984,7340.0,4.0705,,1.973,1.67,10.18121,844.187,J054314.42-042519.6,1986-12-16 17:01:00
19861216_J055031.44-035118.2,F,F0,,F0,8376,kA7hA9mF1,7474.0,3.96,0.117,12.601,7101.0,4.1073,,1.84,1.58,7.75175,739.76,J055031.44-035118.2,1986-12-16 17:01:00
19851129_J055138.62-035039.3,A,A7,V,A7V,8462,kA6hA8mA9,7730.0,4.133,-0.18,13.87,7732.0,4.1886,-0.172,1.798,1.82,10.4103,1351.14,J055138.62-035039.3,1985-11-29 18:06:00
19851129_J055318.57-034751.5,A,A5,V,A5V,8589,kA2hA5mA9,,,,12.731,8416.0,4.374,0.52,1.556,2.09,10.94621,728.475,J055318.57-034751.5,1985-11-29 18:06:00
19861216_J055015.21-033021.5,A,A5,V,A5V,8358,kA2hA4mA8,,,,11.289,7276.0,3.8454,,2.534,1.64,16.21077,656.945,J055015.21-033021.5,1986-12-16 17:01:00
19870102_J054910.81-030530.5,F,F0,,F0,8285,kA6hA8mA9,7165.0,3.922,-0.207,14.652,6460.0,3.5043,,3.353,1.31,17.64459,2184.3,J054910.81-030530.5,1987-01-02 14:26:00
19851129_J060109.61-042648.7,A,A7,V,A7V,9111,kA5hA7mA8,7450.0,4.173,-0.294,13.177,7410.0,3.4959,-0.3265,3.846,1.69,40.18142,1833.63,J060109.61-042648.7,1985-11-29 18:06:00
19880227_J060026.98-042823.7,A,A6,IV,A6IV,9057,kA8hF0mF2,7491.0,4.228,0.061,12.768,7680.0,3.6923,0.0368,3.166,1.8,31.41823,1422.27,J060026.98-042823.7,1988-02-27 12:45:00
19851129_J060038.89-042346.4,A,A1,V,A1V,9068,kA1hA3mA5,,,,10.62,8975.0,4.2722,,1.822,2.265,19.4008,506.799,J060038.89-042346.4,1985-11-29 18:06:00
19840126_J060156.01-041111.2,A,A5,V,A5V,9171,kA3hA7mA8,,,,12.197,8080.0,4.2607,,1.717,1.96,11.32353,623.141,J060156.01-041111.2,1984-01-26 15:35:00
19880227_J055817.06-041200.8,A,A7,V,A7V,8917,kA1hA9mA9,,,,,,,,,,,,J055817.06-041200.8,1988-02-27 12:45:00
